[User ID]	[Service ID]	[RT]	[User Country]	[User AS]	[Service Country]	[Service AS]
151	3072	0.152	9	113	69	456
192	3351	0.496	10	98	70	210
93	56	0.549	29	97	1	551
180	5649	0.093	2	56	70	632
284	3214	0.352	9	113	70	231
192	473	0.207	10	98	9	119
237	964	0.081	27	101	18	885
211	920	0.467	25	123	17	94
158	2016	12.23	4	30	43	410
2	5644	0.186	16	94	70	457
309	24	0.928	29	77	1	320
4	2895	0.605	29	28	69	43
49	1732	0.4	29	63	33	43
123	1712	1.513	23	121	33	428
176	1210	0.17	9	113	22	43
73	5059	0.174	29	127	70	478
63	2159	5.715	29	57	48	43
170	4206	0.374	29	83	70	240
125	4124	0.101	29	7	70	351
54	4830	0.648	29	0	70	631
258	788	0.533	7	29	11	43
213	5572	0.349	16	60	39	851
306	5268	0.218	16	60	70	68
45	108	0.325	29	34	2	49
76	4988	0.282	2	8	70	818
6	5298	0.019	29	15	70	379
123	4540	0.522	23	121	70	601
67	3077	0.117	18	50	69	494
19	5468	0.068	29	89	9	26
43	163	0.29	29	65	5	518
60	5252	0.276	29	73	69	43
260	567	0.201	7	29	9	464
19	4877	0.239	29	89	70	580
245	1941	1.737	29	70	43	294
336	644	8.121	29	117	11	661
59	1525	0.664	29	66	27	619
38	5100	0.327	29	129	70	469
84	5255	1.335	9	130	70	57
117	2603	1.498	9	100	63	883
244	4230	0.138	29	70	70	773
239	4786	0.256	27	101	70	275
216	5615	1.103	30	33	70	372
16	1380	0.377	29	22	23	286
330	3346	0.4	24	47	70	210
88	3136	0.398	27	101	69	43
335	5724	0.069	29	55	70	873
30	2995	0.325	2	53	69	43
306	3174	1.274	16	60	70	231
194	4211	0.188	19	136	70	238
13	5480	0.117	29	11	9	26
322	2729	0.162	29	85	69	43
218	84	0.538	29	92	1	249
97	2412	0.045	9	113	60	43
71	3379	0.293	29	114	70	5
12	537	0.083	29	105	9	491
240	3688	0.198	27	101	70	367
100	4601	0.051	29	103	70	43
321	688	0.318	29	85	11	164
234	722	0.618	2	20	11	138
15	2906	0.146	29	22	69	43
201	1967	0.025	8	49	43	48
302	2437	7.268	3	91	60	852
298	3171	0.528	1	38	70	372
26	5587	0.295	29	104	58	819
258	738	0.545	7	29	11	43
124	4428	0.393	23	121	70	43
47	4704	0.115	29	34	70	201
72	2713	0.16	29	114	69	43
187	2182	0.404	10	78	70	816
318	769	0.183	29	88	11	43
62	1646	0.122	29	90	33	43
207	4029	0.138	29	132	70	21
64	1910	2.292	29	57	41	43
205	3702	8.471	19	134	70	815
227	1161	0.152	29	109	22	406
228	4092	0.065	29	109	70	43
271	3956	0.165	19	10	70	144
273	3013	0.032	28	126	69	43
208	4264	0.176	12	43	70	723
208	1146	0.064	12	43	22	38
92	1302	0.103	15	17	23	295
109	1269	0.169	29	120	69	694
168	5753	0.352	9	113	70	868
103	4663	0.211	29	103	70	582
51	4120	0.084	29	63	70	469
52	4804	0.221	29	21	70	635
337	1412	0.942	29	117	69	648
286	2557	1.029	29	69	62	521
157	5387	5.202	4	30	70	450
239	265	0.173	27	101	9	203
192	1861	0.71	10	98	34	560
234	3865	0.084	2	20	70	772
204	1407	0.46	19	134	69	648
315	3690	0.131	29	3	70	723
83	3134	0.271	9	113	69	609
281	4666	6.247	19	102	69	91
95	385	0.535	29	72	9	203
249	1228	0.259	29	116	23	36
22	2271	0.871	29	119	53	970
90	673	0.39	0	122	11	664
129	2539	0.719	11	84	62	743
53	4984	0.086	29	21	70	446
319	4136	0.31	29	88	70	3
183	1232	0.073	0	5	23	36
151	1721	0.064	9	113	33	43
53	3410	0.44	29	21	70	166
321	804	0.522	29	85	11	43
173	4308	0.103	29	55	70	98
88	2895	0.066	27	101	69	43
119	920	0.081	9	113	17	94
283	612	5.893	19	102	10	637
55	3118	0.391	29	37	69	43
110	4963	0.333	14	86	70	461
46	3202	0.181	29	34	70	231
167	1779	0.167	9	113	33	43
23	5044	0.189	29	119	70	808
158	1454	0.929	4	30	23	787
154	4870	0.419	10	131	70	202
207	3958	0.104	29	132	70	144
325	4595	0.151	17	36	70	902
12	4728	0.175	29	105	70	43
303	2532	4.27	16	60	61	43
144	3251	2.495	28	126	70	581
178	1273	0.17	2	24	23	43
109	1746	0.218	29	120	33	43
219	4557	1.085	29	92	70	98
176	3357	0.126	9	113	70	5
179	486	0.058	2	56	9	119
242	1511	1.384	27	101	26	710
330	841	0.973	24	47	11	324
27	1410	0.619	29	110	69	780
213	3622	0.142	16	60	70	717
86	949	0.089	9	130	17	685
82	4784	4.743	26	25	70	43
291	3361	0.257	2	2	70	43
267	3136	1.996	8	49	69	43
61	1461	0.729	29	90	23	43
128	1532	2.685	29	7	28	936
84	4319	0.449	9	130	70	723
132	854	1.19	9	113	11	43
323	4712	4.11	29	93	70	397
135	1194	0.355	25	123	22	894
91	1766	0.35	15	17	33	632
79	2156	1.401	9	113	48	323
47	4461	0.263	29	34	70	904
52	4953	0.194	29	21	70	482
56	3015	0.167	29	23	69	43
91	230	0.197	15	17	9	203
134	2199	0.127	29	51	50	690
168	4817	0.519	9	113	70	43
310	959	6.174	29	77	28	892
297	379	0.244	1	1	9	203
107	2292	0.735	29	128	53	270
188	3810	0.121	6	67	70	118
177	3551	0.133	9	113	70	354
78	154	0.104	9	113	4	43
265	3232	0.343	8	49	70	231
110	2135	0.47	14	86	48	323
229	4008	0.052	29	82	70	581
83	2328	1.033	9	113	55	555
202	4863	0.094	29	27	70	469
158	3536	0.458	4	30	70	124
69	5692	0.52	9	100	70	474
155	4389	0.801	10	131	70	762
271	4018	1.239	19	10	70	20
170	2279	0.299	29	83	53	418
16	1148	0.479	29	22	22	406
74	97	3.723	29	127	2	804
56	5182	0.693	29	23	23	694
259	3324	0.38	7	29	70	210
187	5309	0.163	10	78	70	43
104	3242	0.336	8	41	70	231
224	5807	0.596	29	59	70	118
201	1678	0.041	8	49	33	43
302	4388	0.237	3	91	70	7
87	4940	0.248	27	101	70	580
19	4031	0.293	29	89	70	21
63	1309	0.308	29	57	23	36
100	3164	0.168	29	103	70	231
176	1184	0.172	9	113	22	498
256	1653	0.065	18	50	33	43
190	4302	0.555	25	14	70	98
220	5488	0.435	29	59	9	137
25	2026	0.821	29	104	43	702
38	4502	0.103	29	129	70	98
58	4719	0.193	29	45	70	62
91	5629	0.327	15	17	70	372
38	5678	0.137	29	129	70	474
233	4068	0.221	29	64	69	266
169	561	0.131	29	83	9	43
277	1014	0.154	6	67	18	187
253	4396	0.377	20	40	70	796
292	4846	0.269	2	2	70	469
102	4245	0.089	29	103	70	723
215	1108	0.731	16	60	22	74
304	5684	0.176	16	60	70	43
38	2087	0.375	29	129	45	932
94	3770	0.053	29	97	70	365
94	2643	1.415	29	97	65	908
271	2660	0.097	19	10	65	312
195	4185	0.313	19	136	70	454
329	5151	1.082	9	113	9	457
207	5635	0.146	29	132	70	43
224	3598	0.195	29	59	70	43
290	1430	0.449	29	107	23	688
12	1639	0.206	29	105	33	43
43	2892	0.168	29	65	69	43
204	1351	5.178	19	134	23	43
246	4462	0.148	29	126	70	904
133	922	0.421	9	113	17	43
224	3112	0.551	29	59	69	683
334	4200	0.023	29	55	70	235
142	2751	0.034	9	12	69	43
68	5727	0.157	29	118	70	148
212	3753	0.134	16	60	70	866
206	3367	0.048	29	132	70	5
317	2861	0.212	29	88	69	43
6	5724	0.092	29	15	70	873
35	3381	0.063	29	62	70	5
184	3038	1.431	17	31	69	275
13	3409	0.438	29	11	70	166
53	1201	0.477	29	21	22	525
216	5653	0.206	30	33	70	240
201	5686	4.334	8	49	70	43
61	2630	1.18	29	90	65	43
45	1938	0.257	29	34	43	294
316	1069	2.093	2	75	22	43
268	2977	0.117	12	42	69	43
271	2362	0.686	19	10	59	878
322	4817	0.175	29	85	70	43
292	901	0.351	2	2	14	43
143	1548	0.503	9	12	29	604
144	6	0.964	28	126	0	43
196	386	0.179	16	32	9	203
109	4733	0.397	29	120	70	869
12	1616	0.494	29	105	32	182
277	3229	0.342	6	67	70	372
244	2760	0.145	29	70	69	43
255	748	1.721	25	123	11	324
197	1617	0.335	16	32	32	182
335	271	0.113	29	55	9	203
241	3312	0.858	27	101	70	210
86	2466	2.392	9	130	61	276
1	2269	0.765	29	115	53	270
324	5385	1.456	29	93	70	43
14	137	0.505	29	11	4	82
82	2449	0.307	26	25	60	43
41	996	1.906	29	18	18	43
191	3579	0.027	29	68	70	124
323	4147	0.419	29	93	70	640
254	1731	0.316	20	40	33	43
331	940	0.281	22	13	17	745
89	1163	0.195	0	122	22	149
20	2046	0.912	29	135	44	328
26	3841	0.058	29	104	70	457
264	786	2.147	9	100	11	332
285	2871	0.04	9	113	69	43
122	4323	8.892	23	121	70	236
261	2904	0.046	9	113	69	43
338	3955	0.044	29	87	70	144
215	744	2.429	16	60	11	21
294	2859	0.174	29	96	69	43
187	4237	0.214	10	78	70	791
125	232	0.193	29	7	9	203
262	2546	0.11	9	113	62	291
219	3860	0.088	29	92	70	764
161	5332	1.237	4	26	70	452
250	1793	0.048	13	9	33	622
14	2939	0.092	29	11	69	43
271	178	1.118	19	10	6	43
185	3384	0.03	29	48	70	5
215	3589	0.193	16	60	70	43
240	3675	0.325	27	101	70	43
126	446	0.183	29	7	9	203
21	3351	0.063	29	119	70	210
22	1295	0.182	29	119	23	286
41	4210	0.086	29	18	70	238
254	5207	1.522	20	40	45	23
100	4021	0.059	29	103	70	20
80	4209	0.559	15	17	70	238
50	1225	0.183	29	63	23	36
222	2656	1.307	29	59	65	897
41	5198	0.495	29	18	40	329
91	5348	0.648	15	17	70	10
111	609	1.394	14	86	10	43
68	1131	1.924	29	118	22	43
282	3402	0.869	19	102	70	58
316	2497	0.513	2	75	61	43
90	3670	0.401	0	122	70	43
331	3234	0.457	22	13	70	231
127	3250	1.423	29	7	70	581
316	4304	0.397	2	75	70	98
79	4169	0.461	9	113	70	98
92	1435	0.056	15	17	23	267
72	3684	0.279	29	114	70	238
235	4027	0.183	9	113	70	20
210	1168	0.148	29	81	22	705
77	2280	0.336	15	17	53	418
302	2649	2.723	3	91	65	431
304	4077	0.415	16	60	70	43
208	5662	0.194	12	43	70	240
179	3876	0.062	2	56	70	43
75	3756	0.03	2	8	70	574
164	275	0.34	29	39	9	203
24	4385	0.035	29	119	70	368
187	2470	0.196	10	78	61	108
203	3576	0.074	29	27	70	21
146	4321	0.475	8	125	70	286
136	819	1.201	29	46	11	163
206	3718	0.228	29	132	70	22
252	3832	0.458	20	40	70	190
220	820	0.41	29	59	11	163
238	2555	0.023	27	101	62	299
213	2088	0.312	16	60	45	932
54	1029	0.508	29	0	18	43
120	970	0.373	21	106	28	892
256	5626	0.985	18	50	70	231
143	4373	0.232	9	12	70	43
169	5734	0.17	29	83	70	762
192	1582	0.373	10	98	31	789
223	4830	0.263	29	59	70	631
202	1287	0.494	29	27	23	286
317	5122	0.617	29	88	57	248
74	2079	0.089	29	127	70	721
192	1483	0.5	10	98	23	43
28	1348	0.517	29	110	23	610
92	136	0.097	15	17	4	82
244	4762	0.115	29	70	70	984
40	3248	0.041	29	18	70	57
301	270	0.172	16	124	9	203
324	3368	0.087	29	93	70	5
196	5329	0.409	16	32	70	43
35	2265	1.493	29	62	53	303
293	5115	0.266	29	96	71	596
313	39	0.442	29	80	1	548
53	2203	0.444	29	21	50	43
276	3041	0.034	6	67	69	613
246	4473	0.49	29	126	70	863
155	4942	0.768	10	131	70	642
328	2299	0.471	9	113	53	99
328	167	0.491	9	113	6	142
20	3063	0.275	29	135	69	757
285	1865	14.326	9	113	34	154
311	632	0.213	29	111	11	661
52	3796	0.101	29	21	70	542
95	320	12.363	29	72	9	203
311	2021	0.288	29	111	43	976
252	1215	0.419	20	40	22	43
178	2509	0.216	2	24	61	279
261	720	1.154	9	113	11	164
162	587	0.214	29	44	9	491
84	5424	0.294	9	130	70	455
108	4064	0.104	29	120	70	356
261	2445	0.202	9	113	60	520
41	2728	0.103	29	18	69	43
265	5553	0.213	8	49	23	965
326	2222	0.043	17	36	36	556
204	2801	0.048	19	134	69	43
289	3911	0.162	29	107	70	11
170	2006	0.291	29	83	43	43
316	4240	0.382	2	75	70	43
181	2875	0.181	2	56	69	43
192	1944	0.147	10	98	43	294
229	97	3.017	29	82	2	804
238	5166	0.15	27	101	22	406
320	1157	0.252	29	88	22	406
215	665	0.272	16	60	11	138
25	5538	0.247	29	104	22	43
258	4714	0.313	7	29	70	21
70	140	0.702	9	100	4	82
203	1170	10.452	29	27	22	43
44	140	1.095	29	65	4	82
31	3456	0.158	2	53	70	43
128	67	1.507	29	7	1	43
326	3448	0.382	17	36	70	43
126	1812	0.471	29	7	33	780
281	2816	0.06	19	102	69	43
178	391	0.021	2	24	9	203
335	3068	0.589	29	55	69	949
185	2631	0.409	29	48	65	43
286	2199	0.173	29	69	50	690
116	1028	0.133	9	100	18	311
95	2048	2.21	29	72	44	328
222	3013	0.858	29	59	69	43
198	909	2.66	29	16	15	975
289	5481	0.096	29	107	9	26
206	4556	0.106	29	132	70	98
333	3091	0.761	29	58	69	118
50	5635	0.165	29	63	70	43
17	1626	0.441	29	112	32	43
110	3873	0.361	14	86	70	43
124	5788	5.811	23	121	70	723
164	5700	0.416	29	39	70	768
284	5625	0.447	9	113	70	372
160	3655	5.731	4	26	70	876
266	2984	0.67	8	49	69	43
164	5149	0.504	29	39	9	387
123	3908	16.007	23	121	70	43
277	4095	0.288	6	67	70	43
88	3342	0.772	27	101	70	210
154	2077	0.217	10	131	70	721
106	4783	0.536	29	128	70	585
22	3825	0.137	29	119	70	387
321	2963	0.12	29	85	69	296
212	1381	0.62	16	60	23	286
16	4132	0.048	29	22	70	9
207	5785	0.127	29	132	70	256
317	227	0.075	29	88	9	203
40	3523	0.025	29	18	70	24
313	1183	0.427	29	80	22	498
240	4375	0.361	27	101	70	469
15	560	0.115	29	22	9	476
158	4237	0.147	4	30	70	791
98	714	0.75	9	113	11	164
221	5800	5.381	29	59	70	349
305	4711	1.16	16	60	70	635
53	1351	0.695	29	21	23	43
314	2468	0.105	29	3	61	92
94	4510	0.205	29	97	70	216
46	2334	0.166	29	34	58	844
212	1267	0.29	16	60	23	286
100	2249	0.544	29	103	36	326
193	5270	0.582	10	98	70	542
73	4009	0.049	29	127	70	581
160	4589	6.867	4	26	70	877
306	2407	0.631	16	60	60	43
72	2341	0.176	29	114	58	43
28	4001	0.087	29	110	70	723
82	3005	8.434	26	25	69	95
289	4278	0.074	29	107	70	240
321	5184	0.442	29	85	27	80
67	4295	0.297	18	50	70	98
270	4921	0.534	19	10	70	43
43	4198	0.107	29	65	70	235
299	3994	0.215	1	38	70	482
299	511	1.012	1	38	9	26
89	356	0.176	0	122	9	203
90	1364	0.03	0	122	23	221
266	3195	0.341	8	49	70	372
216	2790	0.364	30	33	69	43
336	3511	0.088	29	117	70	808
328	2425	0.194	9	113	60	115
79	4795	0.964	9	113	70	43
154	1770	0.181	10	131	33	780
225	934	1.196	29	59	17	512
185	3995	0.081	29	48	70	482
231	572	0.749	29	74	9	377
20	31	0.642	29	135	23	334
289	2886	0.156	29	107	69	43
43	936	0.433	29	65	17	43
116	5715	0.166	9	100	70	474
142	5663	0.172	9	12	70	240
144	4208	0.152	28	126	70	240
139	1497	0.359	0	4	23	286
105	3633	0.126	8	41	70	607
8	1113	0.311	29	133	22	74
289	5161	0.537	29	107	17	502
125	3156	0.355	29	7	70	231
293	4984	0.286	29	96	70	446
80	1027	0.814	15	17	18	108
45	3144	0.727	29	34	70	231
233	6	0.415	29	64	0	43
113	4623	0.98	16	61	70	475
43	577	0.171	29	65	9	170
16	1435	0.249	29	22	23	267
26	1167	0.125	29	104	22	705
240	3093	0.121	27	101	69	626
95	2693	0.185	29	72	69	43
197	5291	0.616	16	32	70	570
26	1226	0.18	29	104	23	36
58	789	0.685	29	45	11	43
241	5188	0.087	27	101	32	226
135	2022	0.157	25	123	43	616
94	5191	0.823	29	97	33	16
236	2703	0.042	9	113	69	43
235	4120	0.165	9	113	70	469
199	2436	0.629	29	16	60	43
220	2851	0.203	29	59	69	43
334	2233	0.22	29	55	36	336
8	2525	0.224	29	133	61	109
247	5390	0.871	29	116	70	791
204	5290	1.387	19	134	70	570
65	4841	0.262	29	79	70	723
298	1099	0.281	1	38	22	414
223	995	2.759	29	59	18	108
32	4757	5.788	29	54	70	723
162	304	0.057	29	44	9	203
57	331	0.083	29	45	9	203
265	3974	0.188	8	49	70	126
22	2363	1.188	29	119	59	131
281	3951	5.467	19	102	70	144
303	4537	0.743	16	60	70	762
135	2295	0.292	25	123	53	184
278	650	0.344	19	102	11	951
199	1610	0.351	29	16	32	182
206	2609	0.302	29	132	63	881
71	2568	0.542	29	114	62	917
330	3116	0.326	24	47	69	494
6	4458	0.053	29	15	70	344
110	3196	0.439	14	86	70	231
104	3370	0.116	8	41	70	5
241	5385	1.128	27	101	70	43
69	1839	0.065	9	100	33	780
262	1520	0.921	9	113	27	619
312	4517	0.258	29	80	70	868
286	4283	0.014	29	69	70	368
211	2465	0.147	25	123	61	276
226	5568	0.914	29	108	33	43
291	1309	0.585	2	2	23	36
156	4381	1.118	4	30	70	43
212	57	0.306	16	60	1	551
121	4343	0.087	21	106	70	793
4	601	0.52	29	28	10	43
201	5447	0.298	8	49	4	149
11	4500	0.026	29	105	9	214
307	5291	0.608	16	60	70	570
233	322	0.857	29	64	9	203
157	4218	0.147	4	30	70	723
323	5390	2.069	29	93	70	791
236	2743	0.041	9	113	69	43
59	3148	0.195	29	66	70	231
266	3955	0.116	8	49	70	144
250	1557	2.428	13	9	29	342
285	1167	0.115	9	113	22	705
252	2904	0.067	20	40	69	43
73	3015	0.147	29	127	69	43
293	4236	0.142	29	96	70	791
217	2158	0.516	30	33	48	323
223	4569	0.444	29	59	70	195
114	4428	0.15	28	126	70	43
82	2427	0.202	26	25	60	419
130	94	1.743	11	84	2	804
133	3115	0.272	9	113	69	43
140	5241	2.083	29	52	65	312
255	3724	0.303	25	123	70	205
273	4393	0.269	28	126	70	233
310	522	0.09	29	77	9	26
68	2327	1.883	29	118	55	555
131	4460	0.507	11	84	70	43
178	4488	0.094	2	24	70	474
6	1428	0.391	29	15	23	499
168	192	0.974	9	113	6	43
163	492	1.823	29	39	9	119
126	2101	0.484	29	7	45	23
327	243	0.169	17	36	9	203
266	915	0.044	8	49	17	934
233	1995	0.159	29	64	43	929
31	4503	0.36	2	53	70	707
203	5317	0.192	29	27	70	792
177	3104	0.276	9	113	69	595
5	2568	0.368	29	15	62	917
327	940	1.566	17	36	17	745
293	1220	0.661	29	96	22	275
12	1240	0.182	29	105	23	269
29	2265	0.597	28	126	53	303
189	4948	0.36	25	14	70	571
31	2575	0.648	2	53	62	620
214	1905	0.222	16	60	41	363
234	1656	0.135	2	20	33	43
110	3535	0.43	14	86	70	371
165	4737	0.212	29	6	70	731
112	1020	1.156	16	95	18	43
308	2842	0.171	29	77	69	43
20	2991	0.095	29	135	69	938
98	1928	0.176	9	113	43	43
246	1835	0.252	29	126	33	780
188	3407	0.84	6	67	70	166
197	577	0.567	16	32	9	170
281	1126	0.054	19	102	22	43
221	3959	5.118	29	59	70	189
252	93	0.547	20	40	2	804
164	1689	2.773	29	39	33	43
200	138	4.015	8	49	70	21
196	3697	0.154	16	32	70	144
200	4610	2.812	8	49	70	135
148	4214	0.734	9	113	70	43
22	5747	0.923	29	119	70	868
208	2939	0.045	12	43	69	43
219	5795	0.127	29	92	70	598
266	4131	0.664	8	49	70	9
174	2465	0.083	9	113	61	276
118	4741	4.098	9	113	70	43
31	1691	0.214	2	53	33	43
82	3447	0.376	26	25	70	43
127	3098	10.605	29	7	69	885
89	4312	0.482	0	122	70	98
203	1659	0.126	29	27	33	43
287	109	0.184	29	69	2	49
223	94	3.722	29	59	2	804
159	1411	0.22	4	35	69	780
267	818	1.797	8	49	11	331
25	4210	0.08	29	104	70	238
222	1630	0.494	29	59	32	309
177	2297	0.85	9	113	53	43
80	154	0.11	15	17	4	43
300	4186	2.445	16	124	70	167
263	1020	0.285	9	113	18	43
115	2454	0.043	28	126	61	43
219	2689	0.117	29	92	69	43
45	3105	0.403	29	34	69	829
2	3237	0.478	16	94	70	372
130	2818	0.954	11	84	69	43
21	5662	0.036	29	119	70	240
268	5680	0.172	12	42	70	474
201	1128	0.021	8	49	22	43
17	4878	0.245	29	112	70	43
193	4097	0.225	10	98	70	482
161	5690	0.266	4	26	70	474
67	277	12.832	18	50	9	203
211	457	0.442	25	123	9	119
102	207	0.465	29	103	6	54
74	3508	0.068	29	127	70	635
334	5736	0.077	29	55	70	258
183	3401	15.261	0	5	70	457
310	2988	0.156	29	77	69	43
197	3755	0.21	16	32	70	574
94	3003	0.197	29	97	69	829
43	5364	0.148	29	65	70	581
25	2211	0.874	29	104	50	856
164	2456	2.439	29	39	61	43
181	3449	0.217	2	56	70	43
326	1513	0.359	17	36	27	403
102	5349	0.101	29	103	70	139
65	4643	0.585	29	79	70	462
95	3200	0.241	29	72	70	231
74	3958	0.122	29	127	70	144
223	4185	0.329	29	59	70	454
200	810	2.536	8	49	11	43
188	2922	0.247	6	67	69	789
291	3507	0.082	2	2	70	635
111	4895	0.958	14	86	70	465
281	3768	5.763	19	102	70	365
124	2187	6.512	23	121	49	921
17	2240	0.51	29	112	36	159
331	4528	0.409	22	13	70	43
104	1883	2.658	8	41	34	43
26	5563	0.543	29	104	29	157
42	5164	0.37	29	92	18	782
260	4608	0.235	7	29	70	206
56	2820	0.173	29	23	69	43
222	159	1.41	29	59	4	82
272	905	0.078	28	126	15	754
147	2826	0.034	8	125	69	43
67	4676	0.374	18	50	70	731
304	1905	0.213	16	60	41	363
19	4916	0.327	29	89	70	706
314	5242	0.608	29	3	65	43
17	4945	0.448	29	112	70	481
276	1032	0.222	6	67	19	208
241	5108	0.45	27	101	70	43
323	1848	0.509	29	93	34	43
305	3685	0.115	16	60	70	238
128	1337	5.899	29	7	23	697
257	345	0.18	18	50	9	203
200	2673	1.373	8	49	66	839
94	290	0.149	29	97	9	203
133	4802	0.488	9	113	70	483
222	4778	0.104	29	59	70	43
61	4282	0.087	29	90	70	368
79	5091	0.494	9	113	70	963
79	5573	0.135	9	113	39	851
197	5804	1.909	16	32	70	88
51	841	0.622	29	63	11	324
193	2400	0.137	10	98	60	43
199	4357	0.114	29	16	70	239
288	5082	0.603	29	107	70	360
140	940	0.351	29	52	17	745
77	2474	0.13	15	17	61	108
174	5713	0.462	9	113	70	474
14	3922	0.416	29	11	70	729
317	4536	4.124	29	88	70	537
176	4824	1.566	9	113	70	43
3	3153	0.154	29	28	70	372
25	4696	0.164	29	104	70	796
278	2320	0.385	19	102	55	43
314	1181	0.179	29	3	22	269
56	4073	0.285	29	23	70	43
64	5338	0.047	29	57	70	791
150	3389	0.701	9	113	70	457
166	2656	1.16	29	6	65	897
127	1081	0.725	29	7	22	628
209	4873	0.212	29	99	70	43
285	3397	0.521	9	113	70	457
143	4984	5.492	9	12	70	446
164	1952	2.9	29	39	43	126
301	3614	0.142	16	124	70	21
245	3868	0.069	29	70	70	772
44	5745	0.05	29	65	70	21
217	658	0.466	30	33	11	951
298	2379	0.326	1	38	60	436
234	1094	0.097	2	20	22	95
153	2288	0.386	9	113	53	184
175	5150	0.343	9	113	9	587
253	4186	0.676	20	40	70	167
239	2491	0.094	27	101	61	896
37	1587	0.408	29	129	31	43
255	5446	0.815	25	123	4	149
150	1048	0.102	9	113	21	28
175	604	0.263	9	113	10	43
123	4895	6.275	23	121	70	465
69	3870	0.321	9	100	70	43
150	2492	0.195	9	113	61	43
91	1651	0.017	15	17	33	43
338	922	1.871	29	87	17	43
19	5354	0.175	29	89	70	474
147	3750	0.169	8	125	70	447
77	1415	0.449	15	17	69	648
195	5304	0.154	19	136	70	43
130	442	0.724	11	84	9	203
94	3857	0.025	29	97	70	764
58	4216	0.075	29	45	70	723
280	4790	5.917	19	102	70	735
67	2940	0.091	18	50	69	43
65	2979	0.459	29	79	69	911
91	3058	0.375	15	17	69	43
142	173	5.571	9	12	6	388
182	1054	0.366	0	5	22	74
135	5807	0.955	25	123	70	118
244	2804	0.143	29	70	69	43
140	2241	0.907	29	52	36	159
167	2559	0.022	9	113	62	521
185	1859	0.543	29	48	34	79
313	3619	0.267	29	80	70	717
65	5747	0.507	29	79	70	868
226	3522	0.081	29	108	70	24
91	3579	0.186	15	17	70	124
321	1098	0.309	29	85	22	414
20	567	0.074	29	135	9	464
226	1886	0.636	29	108	34	43
274	5082	0.44	5	76	70	360
125	2924	0.304	29	7	69	789
77	3991	0.552	15	17	70	482
161	546	0.36	4	26	9	203
123	5188	6.439	23	121	32	226
97	114	0.151	9	113	2	301
259	1728	0.075	7	29	33	43
83	4378	8.078	9	113	70	106
275	1339	0.76	5	76	23	772
243	3212	0.319	27	101	70	231
139	3948	0.702	0	4	70	43
335	3234	0.186	29	55	70	231
197	3411	0.861	16	32	70	166
167	4686	0.521	9	113	70	984
312	5458	1.403	29	80	9	26
233	1566	0.674	29	64	31	508
142	3652	5.231	9	12	70	590
72	1259	0.358	29	114	23	114
16	18	0.914	29	22	1	548
119	1587	0.176	9	113	31	43
241	3692	0.598	27	101	70	144
25	2213	0.07	29	104	51	194
215	3722	0.161	16	60	70	22
72	5425	0.299	29	114	70	204
204	1027	0.409	19	134	18	108
331	373	0.21	22	13	9	203
320	1276	0.175	29	88	23	286
245	4549	0.387	29	70	70	98
174	3863	0.502	9	113	70	764
99	1579	0.297	9	113	31	229
249	244	0.053	29	116	9	203
14	1174	0.233	29	11	22	102
190	3779	0.622	25	14	70	243
66	3600	0.134	18	50	70	43
133	2032	0.3	9	113	44	986
50	2701	0.116	29	63	69	43
100	2092	0.658	29	103	45	111
71	995	2.919	29	114	18	108
96	5014	0.29	29	72	70	43
3	1883	1.807	29	28	34	43
254	1325	0.25	20	40	23	697
315	423	0.084	29	3	9	203
107	660	0.59	29	128	11	147
264	3901	0.114	9	100	70	580
180	1241	0.126	2	56	23	269
267	5636	0.438	8	49	70	43
67	4583	0.417	18	50	70	478
228	308	0.052	29	109	9	203
233	5693	0.731	29	64	70	474
10	3592	0.103	29	105	23	803
182	4255	0.375	0	5	70	43
321	2523	0.903	29	85	61	109
225	4885	0.187	29	59	70	309
5	856	0.646	29	15	11	165
14	938	1.173	29	11	17	43
25	2278	0.767	29	104	53	417
87	2671	0.237	27	101	66	438
167	4652	0.277	9	113	70	361
258	2169	0.137	7	29	49	280
322	4107	0.37	29	85	70	120
242	3029	0.122	27	101	69	868
323	4873	2.314	29	93	70	43
185	3150	0.228	29	48	70	231
280	1617	0.114	19	102	32	182
334	2738	0.132	29	55	69	43
8	574	0.411	29	133	9	491
84	2108	0.072	9	130	45	72
331	5241	3.957	22	13	65	312
229	2250	1.076	29	82	52	915
109	4047	0.051	29	120	70	733
76	117	0.368	2	8	2	926
310	4295	5.543	29	77	70	98
83	1549	0.424	9	113	29	604
130	2282	0.657	11	84	53	944
235	3258	0.924	9	113	70	581
101	38	0.714	29	103	1	557
34	800	1.741	29	62	11	957
47	3398	0.672	29	34	70	457
14	4081	0.146	29	11	70	807
107	3220	0.159	29	128	70	231
247	3032	0.354	29	116	69	816
265	4870	0.639	8	49	70	202
302	2368	6.059	3	91	60	436
213	1644	0.348	16	60	33	43
328	4062	0.322	9	113	70	868
173	3344	0.245	29	55	70	210
134	2170	0.625	29	51	49	280
150	5224	0.121	9	113	61	72
252	1007	0.362	20	40	18	760
109	2851	0.19	29	120	69	43
115	5793	0.491	28	126	70	482
301	4534	0.239	16	124	70	43
187	2306	0.303	10	78	54	979
180	1568	0.142	2	56	31	508
192	2546	0.071	10	98	62	291
40	5550	0.235	29	18	23	221
123	5630	0.586	23	121	70	231
87	4784	0.344	27	101	70	43
3	4778	0.253	29	28	70	43
