[User ID]	[Service ID]	[RT]	[User Country]	[User AS]	[Service Country]	[Service AS]
84	1402	0.032	9	130	23	36
42	3957	0.081	29	92	70	144
265	5176	0.394	8	49	23	519
224	3042	11.897	29	59	69	287
150	5513	0.37	9	113	11	43
220	975	0.426	29	59	18	63
106	5617	0.7	29	128	70	372
109	3904	0.108	29	120	70	580
276	3232	0.332	6	67	70	231
140	3606	0.868	29	52	70	447
120	118	0.328	21	106	2	277
256	4584	0.501	18	50	70	958
143	5808	6.133	9	12	70	474
257	4866	0.285	18	50	70	724
6	2226	1.241	29	15	36	159
103	4081	0.187	29	103	70	807
19	282	0.07	29	89	9	203
124	2718	0.384	23	121	69	43
120	1802	0.18	21	106	33	415
261	2524	0.262	9	113	61	988
106	5520	0.29	29	128	11	138
62	1878	0.799	29	90	34	252
338	945	0.467	29	87	17	43
53	282	0.15	29	21	9	203
177	5066	0.381	9	113	70	861
185	50	0.301	29	48	1	43
256	2972	0.085	18	50	69	494
2	4673	0.463	16	94	70	885
264	2619	0.911	9	100	63	251
217	5421	1.199	30	33	70	790
44	5294	0.145	29	65	70	356
174	4008	0.349	9	113	70	581
290	4202	0.108	29	107	70	581
270	4738	0.516	19	10	70	43
273	312	0.164	28	126	9	203
36	3933	0.201	29	71	70	544
112	485	0.216	16	95	9	119
27	3140	0.432	29	110	69	43
92	968	0.228	15	17	28	946
112	5707	0.242	16	95	70	768
32	3947	5.268	29	54	70	43
34	3044	0.334	29	62	31	43
199	4954	0.211	29	16	70	583
173	3137	1.672	29	55	49	860
290	2465	0.374	29	107	61	276
78	3739	0.142	9	113	70	447
322	702	0.358	29	85	11	164
161	4405	1.006	4	26	70	43
174	985	0.606	9	113	18	931
124	5812	5.558	23	121	70	256
274	4663	10.505	5	76	70	582
70	138	0.507	9	100	70	21
298	4772	0.709	1	38	70	604
264	4182	0.467	9	100	70	261
83	2055	1.067	9	113	44	662
79	4048	0.179	9	113	70	43
298	1870	1.458	1	38	34	153
302	4739	6.819	3	91	70	461
101	5678	0.147	29	103	70	474
140	4299	10.738	29	52	70	98
44	2701	0.127	29	65	69	43
204	2089	0.046	19	134	45	932
2	924	0.691	16	94	17	43
221	4714	5.308	29	59	70	21
111	3790	1.145	14	86	70	542
304	2206	0.939	16	60	50	275
76	795	0.433	2	8	11	163
103	3938	0.138	29	103	70	43
150	5531	0.036	9	113	22	43
85	8	0.537	9	130	0	241
182	5611	5.433	0	5	69	43
221	2848	0.415	29	59	69	43
327	2523	3.685	17	36	61	109
70	695	1.206	9	100	11	333
193	4328	0.216	10	98	70	840
273	2241	0.669	28	126	36	159
239	4104	0.271	27	101	70	963
206	3355	0.05	29	132	70	5
197	3540	0.158	16	32	70	128
327	5253	1.641	17	36	69	486
194	3452	0.381	19	136	70	43
92	2732	0.033	15	17	69	43
40	3185	0.145	29	18	70	372
9	3014	0.312	29	133	69	43
162	1891	0.774	29	44	34	560
67	4881	0.327	18	50	70	819
67	433	0.201	18	50	9	203
197	104	0.766	16	32	2	35
46	4426	0.087	29	34	70	43
120	2945	0.172	21	106	69	889
91	4620	0.616	15	17	70	359
141	3804	0.09	29	52	70	542
6	852	0.604	29	15	11	164
19	4444	0.092	29	89	70	369
194	242	0.282	19	136	9	203
220	752	0.571	29	59	11	546
101	1433	0.127	29	103	23	295
38	2715	0.164	29	129	69	43
76	991	2.48	2	8	18	108
108	3962	0.011	29	120	70	189
155	4832	0.664	10	131	70	767
143	4010	5.758	9	12	70	51
44	5550	0.237	29	65	23	221
134	3190	0.679	29	51	70	231
62	4837	0.299	29	90	70	256
303	378	0.284	16	60	9	203
88	2927	0.122	27	101	69	43
90	162	0.073	0	122	4	315
183	1579	0.363	0	5	31	229
270	5531	0.046	19	10	22	43
152	580	0.603	9	113	9	536
176	3939	0.15	9	113	70	43
111	4028	1.111	14	86	70	43
327	453	4.754	17	36	9	203
235	3925	0.243	9	113	70	576
79	2537	1.603	9	113	62	43
91	3634	0.242	15	17	70	607
56	5641	0.026	29	23	70	43
188	4102	0.474	6	67	70	868
176	4388	0.207	9	113	70	7
203	5345	0.118	29	27	70	459
304	1946	0.266	16	60	43	43
103	274	0.49	29	103	9	203
65	2045	0.605	29	79	44	328
23	5076	0.257	29	119	70	43
316	3224	0.192	2	75	70	231
252	2652	0.126	20	40	65	43
200	3312	0.844	8	49	70	210
43	4600	0.213	29	65	70	43
40	3961	0.131	29	18	70	189
316	1770	0.159	2	75	33	780
285	5008	5.551	9	113	70	811
306	1631	2.918	16	60	32	182
79	407	0.175	9	113	9	203
67	3955	0.144	18	50	70	144
174	1328	0.034	9	113	23	36
316	4035	1.053	2	75	70	570
177	2353	0.202	9	113	59	532
75	5585	0.433	2	8	53	944
134	290	0.12	29	51	9	203
167	2610	0.347	9	113	63	43
81	140	5.723	25	123	4	82
211	2625	2.674	25	123	63	985
306	2702	0.31	16	60	69	43
103	775	1.127	29	103	11	673
302	3722	0.286	3	91	70	22
29	3718	0.355	28	126	70	22
85	1564	0.43	9	130	29	561
103	1135	0.112	29	103	22	625
279	4883	0.551	19	102	70	368
245	847	1.279	29	70	11	43
176	5637	0.451	9	113	70	43
304	733	1.446	16	60	11	43
134	3696	0.233	29	51	70	144
173	2437	0.425	29	55	60	852
242	1113	0.179	27	101	22	74
194	1482	0.085	19	136	23	43
194	4736	0.65	19	136	70	43
316	772	0.85	2	75	11	669
190	2529	0.367	25	14	61	495
95	2006	0.525	29	72	43	43
43	561	0.308	29	65	9	43
140	3722	0.096	29	52	70	22
276	85	0.076	6	67	2	977
327	921	1.804	17	36	17	43
275	3016	0.536	5	76	69	893
302	4239	6.303	3	91	70	14
290	5167	0.275	29	107	22	705
257	3834	0.346	18	50	70	132
252	1441	0.249	20	40	23	177
95	3360	0.075	29	72	70	5
143	4484	5.507	9	12	70	635
308	170	0.398	29	77	6	142
307	936	1.407	16	60	17	43
280	1946	0.201	19	102	43	43
6	4778	0.098	29	15	70	43
85	1429	0.064	9	130	23	627
78	1178	0.291	9	113	22	74
65	1493	0.787	29	79	23	694
90	5026	0.54	0	122	70	469
327	4404	0.179	17	36	70	43
267	5640	0.203	8	49	70	43
274	4158	0.499	5	76	70	577
320	4923	0.027	29	88	70	286
242	664	0.343	27	101	11	138
180	739	2.023	2	56	11	164
41	4569	0.095	29	18	70	195
134	2873	0.117	29	51	69	43
288	4177	0.31	29	107	70	373
143	4837	6.051	9	12	70	256
83	4750	0.549	9	113	70	789
120	3523	0.09	21	106	70	24
279	1529	3.278	19	102	28	218
220	2067	0.353	29	59	45	108
267	1327	0.195	8	49	23	36
188	4587	4.273	6	67	70	43
12	3213	0.284	29	105	70	372
167	3443	0.362	9	113	70	43
183	2493	0.165	0	5	61	43
161	1939	0.854	4	26	43	294
24	824	0.708	29	119	11	162
280	5446	5.774	19	102	4	149
20	4794	0.101	29	135	70	774
247	355	0.052	29	116	9	203
85	1205	0.119	9	130	22	38
206	4664	0.236	29	132	70	961
280	1842	5.164	19	102	33	43
211	2305	0.28	25	123	54	979
88	4047	0.657	27	101	70	733
306	5	0.229	16	60	70	816
11	292	0.052	29	105	9	203
3	4946	3.097	29	28	70	773
285	1549	0.393	9	113	29	604
277	1379	0.346	6	67	23	36
106	3965	0.213	29	128	70	7
256	240	0.18	18	50	9	203
334	5328	0.132	29	55	70	136
134	3558	0.043	29	51	70	354
220	5228	0.403	29	59	62	273
95	2687	0.352	29	72	69	43
141	1563	0.858	29	52	29	43
261	2053	1.652	9	113	44	160
73	4479	0.191	29	127	70	129
257	1033	0.184	18	50	19	208
163	3306	0.538	29	39	70	723
24	3583	0.023	29	119	70	43
34	1949	0.152	29	62	43	126
242	138	0.642	27	101	70	21
82	5001	4.493	26	25	70	10
316	145	0.283	2	75	4	43
304	3645	0.374	16	60	70	124
309	4764	0.228	29	77	69	760
194	2268	0.062	19	136	53	303
41	1430	0.311	29	18	23	688
307	365	0.179	16	60	9	203
32	2620	0.292	29	54	63	251
120	1716	1.11	21	106	33	43
83	4299	0.661	9	113	70	98
33	4681	0.131	29	62	70	963
273	4426	0.285	28	126	70	43
152	2261	0.063	9	113	53	113
109	3832	0.154	29	120	70	190
6	4399	1.045	29	15	70	43
85	4394	6.857	9	130	70	233
296	934	1.254	1	38	17	512
255	4358	0.19	25	123	70	239
92	5797	0.285	15	17	70	723
203	1751	0.127	29	27	33	289
106	3831	0.09	29	128	70	261
109	1181	0.614	29	120	22	269
275	4258	0.274	5	76	70	773
90	590	0.591	0	122	9	43
277	1319	0.084	6	67	23	885
81	1318	5.257	25	123	23	831
280	2863	0.056	19	102	69	43
298	4225	0.21	1	38	70	763
188	1322	0.466	6	67	23	43
245	916	0.496	29	70	17	685
151	1728	0.037	9	113	33	43
124	1976	5.938	23	121	43	313
42	5186	0.88	29	92	31	756
248	5112	0.094	29	116	70	865
14	3387	0.71	29	11	70	457
92	3812	0.144	15	17	70	118
24	5445	0.203	29	119	43	50
309	2512	1.229	29	77	61	276
91	1633	0.279	15	17	32	635
11	5001	0.174	29	105	70	10
298	2525	0.998	1	38	61	109
76	2880	0.124	2	8	69	43
173	5000	0.224	29	55	70	395
6	2188	0.633	29	15	49	935
72	5212	0.647	29	114	53	113
248	4638	0.054	29	116	70	808
194	947	0.069	19	136	69	683
255	231	0.213	25	123	9	203
298	3618	0.209	1	38	70	18
228	2022	0.342	29	109	43	616
265	5655	0.438	8	49	70	240
185	4521	0.204	29	48	70	237
286	4655	0.092	29	69	70	639
67	4123	0.275	18	50	70	351
95	4780	0.199	29	72	70	533
306	1039	0.908	16	60	21	43
167	3715	0.179	9	113	70	43
43	822	0.823	29	65	11	253
150	4864	0.28	9	113	70	31
242	4870	0.503	27	101	70	202
0	3306	0.671	29	115	70	723
95	4577	0.191	29	72	70	801
65	3629	0.152	29	79	70	124
120	2569	2.654	21	106	62	43
264	2495	0.135	9	100	61	43
330	2201	0.378	24	47	50	43
9	5663	0.078	29	133	70	240
72	1120	0.396	29	114	22	74
205	4405	0.487	19	134	70	43
222	409	0.573	29	59	9	43
211	2595	5.78	25	123	12	43
222	3016	0.432	29	59	69	893
239	4032	0.253	27	101	70	21
151	1636	0.18	9	113	33	43
338	1614	0.189	29	87	32	310
279	4544	0.221	19	102	70	721
52	815	1.393	29	21	11	163
17	1170	8.663	29	112	22	43
224	343	0.055	29	59	9	203
101	1265	0.126	29	103	23	509
112	4338	0.203	16	95	70	791
79	584	0.371	9	113	70	474
277	5666	0.197	6	67	70	129
44	5153	0.064	29	65	9	457
65	4836	0.39	29	79	70	256
264	916	0.105	9	100	17	685
78	1268	0.207	9	113	69	694
143	2539	0.352	9	12	62	743
264	4783	0.912	9	100	70	585
266	4357	0.159	8	49	70	239
338	4310	0.378	29	87	70	98
277	1061	1.179	6	67	22	43
153	3414	0.747	9	113	70	166
71	1598	0.295	29	114	32	43
75	3614	0.089	2	8	70	21
167	3738	0.553	9	113	70	447
205	2638	0.093	19	134	65	43
265	3388	0.549	8	49	70	457
256	3100	0.231	18	50	69	43
334	2972	0.2	29	55	69	494
41	5781	0.121	29	18	70	584
286	2567	0.206	29	69	62	847
264	2528	3.89	9	100	61	617
220	86	1.449	29	59	2	43
78	2026	0.919	9	113	43	702
72	1383	0.128	29	114	23	445
7	5095	0.881	29	15	70	762
306	1829	0.597	16	60	33	780
305	1413	0.134	16	60	69	648
252	2928	0.082	20	40	69	43
40	3232	0.147	29	18	70	231
245	821	4.636	29	70	11	165
40	4002	0.077	29	18	70	723
170	680	0.544	29	83	11	164
264	4474	0.153	9	100	70	863
152	3270	0.892	9	113	70	723
173	2312	0.295	29	55	73	43
267	3876	0.179	8	49	70	43
193	1773	0.538	10	98	33	780
41	5768	0.08	29	18	70	256
321	782	0.503	29	85	11	138
106	5478	0.129	29	128	9	26
53	1714	0.123	29	21	33	428
180	1951	0.105	2	56	43	126
327	4760	0.626	17	36	70	606
90	384	4.867	0	122	9	203
151	3912	0.366	9	113	70	11
306	3113	0.559	16	60	69	285
205	2711	0.049	19	134	69	43
84	5532	2.54	9	130	22	43
211	535	0.123	25	123	9	46
40	1452	0.337	29	18	23	43
334	23	0.225	29	55	1	548
274	5655	0.59	5	76	70	240
316	5435	0.24	2	75	70	240
24	1008	0.547	29	119	18	43
334	672	1.295	29	55	11	664
56	1625	0.739	29	23	32	182
266	2300	0.291	8	49	53	701
199	1387	0.285	29	16	23	499
29	2630	0.533	28	126	65	43
161	4964	1.798	4	26	70	635
117	4532	0.354	9	100	70	762
180	697	0.295	2	56	11	333
254	348	0.203	20	40	9	203
23	5802	0.253	29	119	70	402
165	4459	0.118	29	6	70	344
67	3161	0.461	18	50	70	372
280	338	0.203	19	102	9	203
90	857	1.145	0	122	11	165
23	429	11.986	29	119	9	203
267	2829	0.109	8	49	69	43
230	678	0.609	29	82	11	138
265	5612	0.25	8	49	69	494
279	1496	0.124	19	102	23	682
203	4427	0.073	29	27	70	43
290	2748	0.147	29	107	69	43
67	4830	1.084	18	50	70	631
170	208	0.686	29	83	6	54
101	919	0.585	29	103	17	901
108	736	0.38	29	120	11	404
7	4119	0.015	29	15	70	469
113	2726	0.294	16	61	69	43
156	1645	0.334	4	30	33	43
12	564	0.142	29	105	9	43
173	1851	0.231	29	55	34	43
288	437	12.0	29	107	9	203
150	2535	0.045	9	113	62	43
95	4020	0.007	29	72	70	20
286	2277	0.673	29	69	53	417
6	2005	0.866	29	15	43	680
286	4016	0.079	29	69	70	872
274	137	0.532	5	76	4	82
200	2125	1.95	8	49	42	741
152	1803	0.17	9	113	33	43
88	3593	0.183	27	101	43	803
222	2636	0.262	29	59	65	43
305	3141	1.092	16	60	69	495
48	236	0.113	29	34	9	203
123	2680	6.818	23	121	64	43
11	966	0.571	29	105	28	268
302	1053	0.495	3	91	22	74
29	702	0.47	28	126	11	164
79	3924	0.292	9	113	70	576
242	2503	0.196	27	101	61	924
185	2496	17.759	29	48	61	43
137	3382	0.039	29	46	70	5
197	1970	5.715	16	32	43	43
211	1506	0.713	25	123	25	43
52	1860	0.373	29	21	34	79
137	1517	0.12	29	46	27	910
298	1109	0.738	1	38	22	74
283	765	0.359	19	102	11	163
185	572	0.593	29	48	9	377
90	542	0.535	0	122	9	660
241	2390	0.097	27	101	60	436
106	5782	0.227	29	128	70	256
117	1245	0.04	9	100	23	493
286	2266	0.679	29	69	53	303
75	793	2.533	2	8	11	43
73	2893	0.164	29	127	69	43
19	2857	0.242	29	89	69	43
152	935	0.043	9	113	17	512
52	5014	0.117	29	21	70	43
180	3794	0.15	2	56	70	542
70	523	0.39	9	100	9	43
238	3607	0.358	27	101	70	761
73	3358	0.034	29	127	70	5
270	3925	0.274	19	10	70	576
233	5811	7.304	29	64	70	201
255	1960	0.063	25	123	43	522
222	1051	0.489	29	59	22	74
24	3530	0.257	29	119	70	486
242	984	0.127	27	101	18	909
325	5114	0.61	17	36	70	595
62	1481	1.138	29	90	23	43
38	579	0.264	29	129	9	565
71	3527	0.11	29	114	70	906
124	438	1.009	23	121	9	203
7	1167	0.182	29	15	22	705
134	1396	0.251	29	51	23	43
238	5013	0.185	27	101	70	723
308	178	1.172	29	77	6	43
23	1723	0.197	29	119	33	43
137	395	0.111	29	46	9	203
188	3031	0.381	6	67	69	317
327	5569	0.315	17	36	33	43
153	2624	0.722	9	113	63	151
96	1226	0.246	29	72	23	36
153	1009	0.12	9	113	18	108
248	244	0.051	29	116	9	203
33	1531	0.612	29	62	28	777
217	4321	0.649	30	33	70	286
106	2666	1.096	29	128	66	438
264	1361	0.078	9	100	23	420
162	4845	0.085	29	44	70	352
211	1327	0.049	25	123	23	36
108	3844	0.204	29	120	70	457
140	698	2.743	29	52	11	43
214	5594	0.313	16	60	62	948
84	618	0.426	9	130	10	43
101	604	0.134	29	103	10	43
75	1313	0.136	2	8	23	36
67	4346	1.298	18	50	70	98
199	4839	0.101	29	16	70	723
19	1319	2.747	29	89	23	885
67	4025	0.218	18	50	70	20
247	3822	0.189	29	116	70	387
75	5739	0.132	2	8	70	43
170	5354	0.065	29	83	70	474
303	2252	0.32	16	60	52	915
53	1687	0.128	29	21	33	43
123	4052	0.412	23	121	70	733
322	2069	0.274	29	85	45	444
256	1153	0.281	18	50	22	74
252	3728	0.891	20	40	70	802
128	105	0.55	29	7	2	35
182	2734	0.056	0	5	69	43
167	3252	1.72	9	113	70	581
200	4758	2.249	8	49	70	286
109	960	0.542	29	120	28	892
82	5220	0.063	26	25	60	269
27	4700	0.209	29	110	70	808
128	3588	0.547	29	7	70	43
170	62	0.715	29	83	1	89
112	5821	10.423	16	95	70	256
224	5633	0.28	29	59	70	372
306	117	0.911	16	60	2	926
79	4242	0.162	9	113	70	43
163	5400	0.323	29	39	70	396
85	4081	0.309	9	130	70	807
135	795	0.65	25	123	11	163
217	827	3.475	30	33	11	43
280	2692	0.057	19	102	69	43
143	5637	5.567	9	12	70	43
56	2598	1.27	29	23	12	43
81	2056	7.116	25	123	44	956
315	1125	0.101	29	3	22	43
163	3163	0.236	29	39	70	372
325	2044	1.234	17	36	44	328
327	1127	1.058	17	36	22	43
9	2086	0.342	29	133	45	411
76	2131	0.355	2	8	48	323
75	4247	0.09	2	8	70	43
153	4738	0.187	9	113	70	43
95	1877	0.4	29	72	34	659
95	928	0.203	29	72	17	512
193	1919	0.575	10	98	41	263
174	5718	0.446	9	113	70	474
255	2395	0.081	25	123	60	38
48	2444	0.329	29	34	60	43
302	5607	5.91	3	91	69	43
38	1625	0.397	29	129	32	182
2	666	0.522	16	94	11	138
277	5172	0.118	6	67	23	43
83	5207	1.1	9	113	45	23
153	1925	0.112	9	113	43	43
322	1812	0.3	29	85	33	780
78	383	0.198	9	113	9	203
106	1192	0.294	29	128	22	43
43	2735	0.126	29	65	69	43
128	221	0.153	29	7	9	203
325	2464	0.345	17	36	61	276
14	745	1.673	29	11	11	21
109	5014	0.307	29	120	70	43
307	69	1.075	16	60	1	43
270	2455	0.046	19	10	61	43
153	4347	0.346	9	113	70	98
91	5255	1.393	15	17	70	57
75	445	11.098	2	8	9	203
104	2780	0.028	8	41	69	43
101	5336	0.21	29	103	70	595
44	5588	4.611	29	65	58	819
296	4007	0.201	1	38	70	581
14	3575	0.09	29	11	70	21
257	1406	0.75	18	50	69	648
197	4818	0.883	16	32	70	654
75	2311	0.282	2	8	73	272
182	4049	0.217	0	5	70	43
112	2622	0.447	16	95	63	151
95	4768	0.117	29	72	70	729
7	5401	0.093	29	15	70	396
32	5198	5.453	29	54	40	329
306	1497	0.771	16	60	23	286
290	4945	0.455	29	107	70	481
279	3502	0.44	19	102	70	37
48	3993	0.035	29	34	70	482
257	1636	0.116	18	50	33	43
34	2403	0.164	29	62	60	43
182	4988	0.537	0	5	70	818
155	2369	0.122	10	131	60	436
85	824	0.754	9	130	11	162
276	4290	0.33	6	67	70	629
32	3369	0.021	29	54	70	43
180	4847	0.37	2	56	70	723
200	5094	1.019	8	49	70	43
67	4095	0.341	18	50	70	43
162	1679	0.174	29	44	33	43
330	302	0.212	24	47	9	43
330	457	0.357	24	47	9	119
221	3424	0.27	29	59	70	166
174	3533	0.586	9	113	70	371
112	4019	0.152	16	95	70	20
274	2967	0.148	5	76	69	296
33	5168	0.294	29	62	22	74
2	1125	0.394	16	94	22	43
113	3655	0.584	16	61	70	876
261	3756	0.103	9	113	70	574
56	340	0.104	29	23	9	203
162	4779	0.345	29	44	70	598
298	1323	0.266	1	38	23	43
322	3609	0.017	29	85	70	907
308	5493	0.082	29	77	9	25
257	1871	1.353	18	50	34	153
209	712	0.448	29	99	11	773
143	4364	0.201	9	12	70	43
135	5465	0.192	25	123	9	26
11	566	0.099	29	105	9	464
29	5064	0.381	28	126	70	357
305	3838	0.429	16	60	70	132
222	795	1.844	29	59	11	163
221	5517	0.181	29	59	11	333
66	2079	0.21	18	50	70	721
214	981	0.579	16	60	18	933
9	2092	0.484	29	133	45	111
267	33	0.472	8	49	23	334
23	2796	0.187	29	119	69	43
117	93	2.646	9	100	2	804
241	4922	0.435	27	101	70	581
43	5482	0.101	29	65	9	119
241	2037	0.323	27	101	44	43
79	3743	0.175	9	113	70	742
84	2009	2.144	9	130	43	611
62	998	0.461	29	90	18	515
3	4518	0.287	29	28	70	868
38	3875	0.029	29	129	70	43
247	3406	0.313	29	116	70	166
330	2589	0.351	24	47	12	43
47	4993	0.367	29	34	70	43
334	4330	0.077	29	55	70	43
274	3411	0.504	5	76	70	166
256	1106	0.303	18	50	22	149
221	112	5.409	29	59	2	43
176	1676	0.046	9	113	33	43
11	5496	0.507	29	105	9	474
161	1019	1.106	4	26	18	679
91	2962	0.059	15	17	69	296
221	4766	5.548	29	59	70	286
280	1168	0.054	19	102	22	705
131	2302	1.111	11	84	53	700
20	1450	0.213	29	135	23	430
72	4268	0.423	29	114	70	868
239	4226	0.455	27	101	70	387
274	1211	0.642	5	76	22	625
82	4781	0.369	26	25	70	43
76	363	0.077	2	8	9	203
266	4822	0.524	8	49	70	659
298	4190	0.877	1	38	70	144
325	3821	0.259	17	36	70	387
17	2958	0.593	29	112	69	296
205	2268	0.061	19	134	53	303
71	5300	0.202	29	114	70	810
67	3973	0.207	18	50	70	126
75	5699	0.074	2	8	70	768
264	2943	0.025	9	100	69	889
42	4035	0.933	29	92	70	570
265	3581	0.622	8	49	70	43
36	333	0.27	29	71	9	203
46	4895	0.107	29	34	70	465
217	1949	0.295	30	33	43	126
270	5411	0.121	19	10	70	261
288	4654	0.143	29	107	70	723
113	170	0.633	16	61	6	142
203	5786	0.085	29	27	70	43
117	1672	0.043	9	100	33	43
193	1789	0.49	10	98	33	428
56	5651	0.203	29	23	70	632
43	1990	0.341	29	65	43	313
239	4344	0.32	27	101	70	791
72	4116	0.059	29	114	69	930
42	1618	0.579	29	92	32	310
124	1797	6.51	23	121	33	43
200	3067	0.512	8	49	69	841
7	173	0.558	29	15	6	388
40	371	0.095	29	18	9	203
307	4344	0.343	16	60	70	791
79	4786	0.635	9	113	70	275
85	2234	0.642	9	130	36	159
238	5463	0.194	27	101	9	26
17	4270	0.041	29	112	70	221
11	3355	0.086	29	105	70	5
302	4820	10.074	3	91	70	43
252	2208	0.028	20	40	50	66
6	3207	0.268	29	15	70	372
238	1551	0.391	27	101	29	604
2	336	0.187	16	94	9	203
128	401	12.855	29	7	9	203
12	3593	0.099	29	105	43	803
217	4843	0.526	30	33	70	87
46	2444	0.739	29	34	60	43
247	2032	0.167	29	116	44	986
128	4514	0.063	29	7	70	817
322	3150	0.336	29	85	70	231
112	3717	0.302	16	95	70	22
40	3359	0.022	29	18	70	5
306	349	0.173	16	60	9	203
140	1025	0.479	29	52	18	43
101	446	0.914	29	103	9	203
70	5233	0.671	9	100	62	947
308	3051	0.602	29	77	69	43
214	233	12.326	16	60	9	203
314	715	0.391	29	3	11	164
222	4522	0.112	29	59	70	344
209	2636	0.211	29	99	65	43
176	2641	0.094	9	113	65	43
302	584	16.812	3	91	70	474
32	1622	5.782	29	54	32	107
185	2428	0.558	29	48	60	500
325	1573	0.317	17	36	31	70
222	1682	0.207	29	59	33	43
206	947	0.37	29	132	69	683
41	982	0.331	29	18	18	895
314	4002	0.112	29	3	70	723
338	4466	0.409	29	87	70	98
32	2332	5.334	29	54	58	844
72	5684	0.059	29	114	70	43
24	5696	0.101	29	119	70	474
95	3621	0.008	29	72	70	717
167	1327	0.031	9	113	23	36
32	3067	5.281	29	54	69	841
264	4050	0.172	9	100	70	733
161	1027	5.717	4	26	18	108
285	1829	5.17	9	113	33	780
32	4057	5.704	29	54	70	15
264	5383	0.887	9	100	70	43
2	5659	0.114	16	94	70	240
185	4214	0.348	29	48	70	43
53	5548	0.508	29	21	23	221
40	1387	0.267	29	18	23	499
247	439	0.051	29	116	9	203
140	3798	0.089	29	52	70	542
135	5342	0.123	25	123	70	904
252	5574	0.796	20	40	39	851
280	5124	0.873	19	102	57	665
42	1570	0.111	29	92	31	967
85	5149	0.507	9	130	9	387
255	4211	0.205	25	123	70	238
111	4494	0.333	14	86	70	124
315	4953	2.865	29	3	70	482
27	2098	1.95	29	110	45	621
214	4027	0.152	16	60	70	20
137	1057	17.624	29	46	22	43
140	5035	0.403	29	52	70	21
52	1921	0.459	29	21	41	489
266	1296	0.104	8	49	23	286
194	4429	0.551	19	136	70	98
245	3850	0.04	29	70	70	190
33	5609	0.275	29	62	69	609
20	4531	0.146	29	135	70	469
182	4424	5.281	0	5	70	374
32	631	0.217	29	54	11	661
2	3554	0.221	16	94	70	354
321	2261	0.188	29	85	53	113
131	4986	0.466	11	84	70	723
303	5615	0.61	16	60	70	372
40	380	0.297	29	18	9	203
174	3519	0.202	9	113	70	43
88	4165	0.963	27	101	70	43
283	3387	0.63	19	102	70	457
315	5133	1.051	29	3	1	39
111	2978	0.709	14	86	69	43
120	1792	0.618	21	106	33	622
161	4142	1.825	4	26	70	447
230	4557	0.358	29	82	70	98
14	2127	0.258	29	11	47	401
75	2489	0.447	2	8	61	896
211	5433	1.014	25	123	70	350
34	1897	0.409	29	62	39	93
41	3925	0.063	29	18	70	576
203	20	0.248	29	27	1	548
47	4450	0.044	29	34	70	43
137	2315	0.684	29	46	73	43
174	4354	0.386	9	113	70	351
14	186	0.293	29	11	6	264
109	5667	0.007	29	120	70	399
194	1474	0.126	19	136	23	404
82	3095	4.293	26	25	69	623
162	1373	0.121	29	44	23	221
42	2384	0.179	29	92	60	436
274	3668	0.243	5	76	70	1
296	729	0.517	1	38	11	43
41	3807	0.011	29	18	70	118
131	4924	0.571	11	84	70	43
194	519	0.404	19	136	9	26
314	2130	0.378	29	3	48	323
182	4828	10.069	0	5	70	723
298	2039	0.342	1	38	44	43
264	973	0.212	9	100	28	758
256	2431	0.346	18	50	60	426
204	3167	1.512	19	134	70	372
321	5640	0.009	29	85	70	43
137	5259	0.06	29	46	70	43
104	1005	0.418	8	41	18	989
257	2966	0.054	18	50	69	296
41	5435	0.095	29	18	70	240
83	174	0.648	9	113	6	43
124	434	1.334	23	121	9	203
36	5713	0.19	29	71	70	474
90	666	0.61	0	122	11	138
296	904	1.172	1	38	15	754
257	1416	0.095	18	50	23	43
29	4915	0.372	28	126	70	543
6	2446	0.402	29	15	60	520
83	3561	0.13	9	113	70	354
53	4990	0.03	29	21	70	286
180	324	0.087	2	56	9	203
182	2890	0.059	0	5	69	43
315	5471	0.084	29	3	9	26
141	622	0.21	29	52	11	43
307	156	0.559	16	60	4	38
288	3217	0.195	29	107	70	372
67	3800	0.35	18	50	70	542
190	424	11.981	25	14	9	203
167	4502	0.258	9	113	70	98
230	3635	0.077	29	82	70	607
276	3456	0.408	6	67	70	43
17	601	0.799	29	112	10	43
46	2855	0.154	29	34	69	43
134	4144	0.263	29	51	70	807
314	48	0.592	29	3	1	43
82	2900	0.046	26	25	69	43
316	5328	0.121	2	75	70	136
322	2566	0.15	29	85	62	847
24	4544	0.02	29	119	70	721
0	5430	6.472	29	115	70	43
221	3107	6.123	29	59	69	893
309	3760	0.049	29	77	70	632
205	5099	0.561	19	134	70	765
95	1216	0.869	29	72	22	498
265	4791	0.459	8	49	70	726
183	2242	1.618	0	5	36	326
303	4113	0.691	16	60	70	13
273	45	0.339	28	126	1	987
155	5724	0.191	10	131	70	873
279	4843	0.56	19	102	70	87
0	341	0.097	29	115	9	203
235	2607	7.596	9	113	63	43
48	1215	0.312	29	34	22	43
106	955	0.292	29	128	18	224
305	5330	0.753	16	60	70	43
280	2534	5.147	19	102	61	911
72	2235	0.984	29	114	36	336
330	3737	0.177	24	47	70	805
200	4348	1.461	8	49	70	351
304	803	0.381	16	60	11	164
70	1006	0.218	9	100	18	43
256	633	0.404	18	50	11	661
12	3349	0.019	29	105	70	210
214	294	0.486	16	60	9	203
96	287	0.058	29	72	9	203
180	178	0.96	2	56	6	43
322	986	0.143	29	85	18	931
